imdbID,Title,Type,Year,Released,Runtime (min),Genre,Director,Writer,Actors,Plot,Language,Country,imdbVotes,imdbRating
tt0106783,Dwa ksiezyce,movie,1993,09-Dec-93,133,Drama,Andrzej Baranski,"Andrzej Baranski, Maria Kuncewiczowa","Bozena Adamek, Artur Barcis, Henryk Bista","Panoramic view of a resort town in the summer of 1930. In seventeen episodes we get a glimpse at the microcosm of its colourful inhabitants and visitors, Poles and Jews, the high society and the desperately poor.",Polish,Poland,66,6.5
tt0106898,"Tom, Dick and Hairy",movie,1993,26-Feb-93,99,Comedy,"Peter Ho-Sun Chan, Chi-Ngai Lee","Hing-Ka Chan, Chi-Ngai Lee, James Yuen","Tony Leung Chiu-wai, Tony Ka Fai Leung, Lawrence Cheng",Different personalities of three bachelors provide them with three different stories to tell. Tom is torn between a material girl and a prostitute. Dick is a womanizer and eventually gets hurt by his only regular lover. Hairy stum...,Cantonese,Hong Kong,277,6.7
tt0107318,Killer Rules,movie,1993,24-Jan-93,89,"Crime, Drama, Thriller",Robert Ellis Miller,Paul Monash,"Jamey Sheridan, Sela Ward, Peter Dobson","Two brothers have a conflict in this film. One of them is a professional assassin, the other is an expert of justice. They are the two different sides of a big crime, and they love the same girl.",English,United States,48,4.8
tt0107346,Kyôso tanjô,movie,1993,20-Nov-93,95,Comedy,Toshihiro Tenma,"Yuji Kato, Takeshi Kitano, Hideko Nakata","Masato Hagiwara, Kôji Tamaki, Ittoku Kishibe","A young man, Kazuo, joins a new cult religion even though he sees through the initial recruitment pretense, and participating in the activities of a new social phenomenon, some of whose members genuinely believe in the principles ...",Japanese,Japan,94,7.6
tt0107802,Los peores años de nuestra vida,movie,1994,03-Mar-95,100,"Comedy, Romance",Emilio Martínez Lázaro,David Trueba,"Gabino Diego, Ariadna Gil, Jorge Sanz","Alberto lives with his parents and his brother Roberto, quite attractive, who tells him there are lots of girls. Alberto is a romantic guy, and doesn't find a girl for his own. He knew he was in love as soon as he saw Maria, altho...","Spanish, English, French",Spain,650,6.6
tt0107868,Praying Mantis,movie,1993,11-Aug-93,90,"Crime, Drama, Thriller",James Keach,"William Delligan, Duane Poole","Jane Seymour, Barry Bostwick, Chad Allen","Story of a female serial killer (Seymour), who marries men and then murders them after their first night together picks widower Don McAndrews (Bostwick) as her next target - but soon wishes she hadn't.",English,United States,373,5.1
tt0108317,Texas - Doc Snyder hält die Welt in Atem,movie,1993,11-Nov-93,86,"Comedy, Western","Ralf Huettner, Helge Schneider","Helge Schneider, Schringo van den Berg","Helge Schneider, Peter Thoms, Buddy Casino","A parody of a western filmed in the country of Karl May, a German writer famous for his adventure books which feature the Apache Winnetou.",German,Germany,"2,587",6.6
tt0110404,Luces de la noche,movie,1998,29-May-98,90,"Drama, Romance",Sergio Muñoz,Xavier Robles,"Héctor Bonilla, Helena Rojo, Demián Bichir","Eduardo, an aged judge, is being retired. With all his time now available he reads old papers and letters. He then finds the photograph of the singer Tina, his love of younger years. He decides to search for her and then discovers...",Spanish,Mexico,15,4.3
tt0110420,MacGyver: Trail to Doomsday,movie,1994,24-Nov-94,93,"Action, Crime, Mystery",Charles Correll,"Lee David Zlotoff, John Considine","Richard Dean Anderson, Beatie Edney, Peter Egan","A close friend of MacGyver is murdered. In searching of a reason for this assassination, MacGyver discovers a secret nuclear weapons plant right in the center of Britain.",English,United States,"1,600",6.1
tt0112694,The Cloud Door,movie,1994,25-Sep-02,29,"Short, Drama, Mystery",Mani Kaul,"Mani Kaul, Bhasa, Jayasi","Anu Agarwal, Murad Ali, Vasadeva Bhait","A very clever parrot lives in a Hindu palace, surrounded by many beautiful girls, but the parrot escapes, and is trapped far from the palace. One day, when its new owner is sleeping, the bird convinces a young boy to open the cage...",Hindi,"Germany, India",375,5.5
tt0115709,Blood Money,movie,1996,23-Sep-96,90,"Crime, Mystery, Thriller",John Shepphird,"John Shepphird, Steve Jankowski","James Brolin, Billy Drago, Dean Tarrolly",A bank executive has a hidden past. His sins come back to haunt him when his fiancé and her sister are kidnapped and held hostage by a ruthless prison escapee seeking revenge.,English,United States,239,3
tt0116805,Kuang ye san qian xiang,movie,1996,25-Jan-96,84,Drama,Billy Hin-Shing Tang,Man Fai Ng,"Françoise Yip, Bowie Lam, Simon Lui","A wild young woman drives the mysterious Cheng into the kidnapping of a wealthy businessman. The passion between the two lovers escalates in tandem with the violence around them, as events take their own inexorable course.",Cantonese,Hong Kong,38,7.2
tt0118001,Two Much,movie,1995,15-Mar-96,118,"Comedy, Romance",Fernando Trueba,"Donald E. Westlake, Fernando Trueba, David Trueba","Antonio Banderas, Melanie Griffith, Daryl Hannah",A young gallerist is in love with two sisters at the same time. In order to solve the problem he decides to invent his own twin brother.,English,"Spain, United States","6,086",5.4
tt0118704,Better Late,movie,1998,01-Oct-98,8,"Drama, Short",Jessica Yu,Jessica Yu,"Tek Young Lin, Bette Rae, Rod Roeser","A middle-aged man sets the table for two. His sister drops by to give him their late mother's wedding ring, and flowers for the table for this special night. He changes his clothes several times and tries out various ways to propo...",English,United States,17,7
tt0119869,The Patron Saint of Liars,movie,1998,05-Apr-98,100,Drama,Stephen Gyllenhaal,"Ann Patchett, Lynn Roth","Dana Delany, Sada Thompson, Clancy Brown","A woman runs away from her husband when she discovers she is pregnant, going to a Catholic school for girls, where she meets and marries another man, who raises the child as his own. Meanwhile, the first husband spends 15 years se...",English,United States,345,5.2
tt0120278,"Tartuffe, or The Hypocrite",movie,1997,05-Jan-97,77,Comedy,Sven Strömerstén Holm,"Molière, Göran O. Eriksson, Gunilla Jensen","Peter Haber, Robert Gustafsson, Ing-Marie Carlsson","Tartuffe, an impostor and seducer, is terrorizing a family.",Swedish,Sweden,53,5.1
tt0120563,Ça ne se refuse pas,movie,1998,12-Aug-98,90,"Crime, Drama",Éric Woreth,"Alain Adijes, Éric Woreth, Fredric Brown","Isabelle Renauld, Jean-Marc Barr, Stéphane Rideau","Marthe, an aging queen of the night, roams the streets of a city haunted by the presence of an invisible murderer in search of money to pay a large gambling debt.",French,"France, Belgium, Italy",27,5.4
tt0120625,Campus,movie,1998,05-Feb-98,126,Comedy,Sönke Wortmann,"Dietrich Schwanitz, Sönke Wortmann, Stefan Grund","Heiner Lauterbach, Sandra Speichert, Axel Milberg",A prestigious sociology professor and candidate for the position of President of the University trips over a troublesomely ended affair with a student and is accused of sexual harassment and sexual assault by the university appara...,German,Germany,406,5
tt0120627,Carnival of Souls,movie,1998,21-Aug-98,87,"Drama, Horror, Mystery",Adam Grossman,"John Clifford, Adam Grossman","Bobbie Phillips, Shawnee Smith, Larry Miller",A young girl witnesses the brutal rape and murder of her mother by a circus clown and begins to have nightmares when the carnival comes back to town when she is an adult.,English,United States,"2,446",3.2
tt0120738,Lost in Space,movie,1998,28-Jul-98,130,"Action, Adventure, Sci-Fi",Stephen Hopkins,"Irwin Allen, Akiva Goldsman","Gary Oldman, William Hurt, Matt LeBlanc",The Robinson family was going into space to fight for a chance for humanity. Now they are fighting to live long enough to find a way home.,English,"United Kingdom, United States","75,676",5.2
tt0123511,Blacklist: Hollywood on Trial,movie,1996,27-Feb-96,87,Documentary,Christopher Koch,Christopher Koch,"Alec Baldwin, Betsy Blair, Winston Churchill","A look at the Hollywood ""Blacklisting"" trials of the 1950s.",English,United States,31,7.8
tt0123947,Krehké vztahy,movie,1980,01-Jan-80,83,Drama,Juraj Herz,"Václav Dusek, Juraj Herz, Jirí Svejda","Vladimír Kratina, Radim Hlozek, Zora Kerova",A young square-built Tadeás Falk called Táda (Vladimír Kratina) distributes meat from a slaughterhouse to the Liberec-city environs and to mountain hotels. The divorced Bára Saklová (Zora Kerova) must marry her lover Táda as soon ...,Czech,Czechoslovakia,34,7.1
tt0124707,The Hard Road,movie,1973,31-Jan-73,85,Drama,Gary Graver,Richard Stetson,"Connie Nelson, John Alderman, Catherine Howard","The cautionary tale of 17-year-old Sherman Oaks high-schooler Pam Banner, who has a baby out of wedlock. The baby is adopted, but Pam's too embarrassed to return to school, so her dad gets her a job as receptionist for a talent ag...",English,United States,155,5.8
tt0126108,The Unknown Marx Brothers,movie,1993,18-Aug-93,120,"Comedy, Documentary","David Leaf, John Scheinfeld","David Leaf, John Scheinfeld","Harpo Marx, Zeppo Marx, Leslie Nielsen",A tribute to the lives and careers of the Marx Brothers utilizing rare archival footage and personal interviews.,English,United States,329,7.4
tt0126325,Den grønne elevator,movie,1961,21-Aug-61,82,"Family, Comedy",Anker Sørensen,"Arvid Müller, Aage Stentoft, Avery Hopwood","Kjeld Petersen, Birgitte Reimer, Ghita Nørby","Mona and Willy receive Hans and Elinor for a nice weekend by the water. But since Hans is more concerned with the eel's migration than Elinor, she drives away to meet an old flame. Willy then goes to a ""board meeting"", and then Mo...",Danish,Denmark,116,5.8
tt0126956,In the Name of Innocence,movie,1997,11-Oct-97,93,"Crime, Drama, Thriller",Andreas Kleinert,"Dorothee Kleine, Andreas Kleinert, Torsten Schulz","Victor Deiß, Gudrun Gabriel, Martina Guse",The mother of a murdered hitchhiker meets the offender.,German,Germany,44,6.4
tt0127328,Tricks,movie,1997,22-Dec-97,96,Drama,Kenneth Fink,Deborah Amelon,"Mimi Rogers, Tyne Daly, Callum Keith Rennie",Ex-showgirl and part-time hooker Jackie loses her legitimate job at a casino because of an abusive trick. She gets revenge when she is blacklisted and her son is threatened.,English,"Canada, United States",243,4.7
tt0127332,Trællenes børn,movie,1980,14-Oct-80,81,Animation,Jannik Hastrup,"Jannik Hastrup, Sven Wernström","Birgit Brüel, Jesper Christensen, Anne-Lise Gabold",The last movie in the Thralls-trilogy.,Danish,Denmark,31,6.2
tt0128308,Lilika,movie,1970,11-Feb-70,80,Drama,Branko Plesa,"Dragoslav Mihailovic, Branko Plesa","Dragana Kalaba, Branko Plesa, Ljerka Drazenovic",A story about young orphan girl who was rejected by her mother.,Serbo-Croatian,Yugoslavia,97,6.9
tt0128759,Tina and the Professor,movie,1994,12-Dec-94,93,"Comedy, Romance",Stan Haze,Stan Haze,"Roxanne Blaze, Stan Haze, Wendy Hoffman","A sheltered country girl, Tina goes to study in California. She learns about sex with her roommate and, after several love disappointments, falls in love with an eye patch-sporting zoology professor who's old enough to be her gran...",English,United States,93,6.9
tt0135048,Welcome Mr Washington,movie,1944,18-May-44,90,"Drama, War",Leslie S. Hiscott,"Noel Streatfeild, Jack Whittingham","Barbara Mullen, Donald Stewart, Peggy Cummins",Two penniless sisters decide to let part of their inherited estate be used as an airbase for the U.S. military.,English,United Kingdom,46,5.6
tt0136289,Ki lo sa?,movie,1986,14-Jan-98,90,"Comedy, Drama, Romance",Robert Guédiguian,Robert Guédiguian,"Ariane Ascaride, Pierre Banderet, Jean-Pierre Darroussin","A group of children from the same neighborhood meet a few years later. When the day comes, they meet again and take stock of their lives.",French,France,76,7.7
tt0136497,A Romance of the Rail,movie,1903,01-Oct-03,4,"Short, Comedy, Romance",Edwin S. Porter,Wendell P. Colton,Marie Murray,"An engaged couple, dressed in white, meet each other at a train station. When the train arrives, they get on board, and they enjoy the sights from the platform on the last car. The workers on the train are eager to help, and they ...","None, English",United States,393,4.7
tt0137392,Blood Bride,movie,1980,01-Sep-82,90,"Drama, Horror, Romance",Robert J. Avrech,Robert J. Avrech,"Ellen Barber, Philip English, Sam Gray","A beautiful and charming betrothed is promised to a beautiful woman. But he is a completely insane killer and she will be his next victim. Everything that follows the wedding will be a carnival of wickedness, sadism and brutality.",English,United States,159,3.7
tt0138834,Story of a Bad Boy,movie,1999,12-Jul-01,85,"Comedy, Drama, Music",Tom Donaghy,Tom Donaghy,"Jeremy Hollingworth, Christian Camargo, Stephen Lang","17-year-old Pauly is a closeted high school kid who wants it all. His dad wants him to make the track team, his mom wants him to do well in the band, and Pauly just wants to get closer to the new student teacher doing the school p...",English,United States,505,5.2
tt0141101,The Foxy Pup,movie,1937,21-May-37,7,"Animation, Short",Ub Iwerks,Ub Iwerks,"Mel Blanc, Robert Winkler","A group of puppies chase a grown up fox, and then the tables are turned.",English,United States,42,6.1
tt0141190,Hot Summer in the City,movie,1976,14-Jul-76,58,"Adult, Crime, Thriller",Gail Palmer,T. James Write,"Lisa Baker, Bruce Darcy, Linda Hoffman","A gang of black militants kidnap a white virgin, hold her hostage and ravish her.",English,United States,186,5
tt0142405,Interventsiya,movie,1968,10-May-87,127,"Adventure, Comedy, Drama",Gennadi Poloka,Lev Slavin,"Vladimir Vysotskiy, Valeriy Zolotukhin, Olga Aroseva","The movie is set during the last days of foreign intervention agains Soviet Russia. Police are searching everywhere for a bolshevik named Brodsky but cannot find him. Meanwhile, a man named Michel Voronov serves as a teacher to a ...",Russian,Soviet Union,301,6.8
tt0142852,Sky Larks,movie,1934,22-Oct-34,10,"Animation, Short, Comedy","Tex Avery, Walter Lantz","Tex Avery, Jack Carr, Walter Lantz",Tex Avery,Oswald the Rabbit and his friend travel up to Mars where they meet the Roman god of war and a variety of anthropomorphic weapons.,English,United States,26,6.7
tt0144294,La marcia su Roma,movie,1962,20-Dec-62,94,Comedy,Dino Risi,"Agenore Incrocci, Ruggero Maccari, Sandro Continenza","Vittorio Gassman, Ugo Tognazzi, Roger Hanin","After the 1st world war, two veterans, starving, but fools, are enlisted with the fascists, where they can eat. But when it comes to killing, they drop out.",Italian,"Italy, France",760,7.3
