imdbID,Title,Type,Year,Released,Runtime (min),Genre,Director,Writer,Actors,Plot,Language,Country,imdbVotes,imdbRating
tt0408295,A Place Among the Living,movie,2003,01-Oct-03,103,Drama,Raúl Ruiz,"Jean-Pierre Gattegno, Gilles Morris-Dumoulin, Raúl Ruiz","Christian Vadim, Thierry Gibault, Valérie Kaprisky",A mediocre pulp novelist is approached by a stranger claiming to be a serial killer with a proposition to chronicle his crimes.,French,France,118,6.6
tt0411821,Saka ile Karisik,movie,1965,15-Mar-65,100,"Comedy, Drama, Romance",Osman F. Seden,Osman F. Seden,"Sadri Alisik, Filiz Akin, Ajda Pekkan","The story of Osman begins to take a different direction, with a bet of 1 million that two enemies and a wealthy family have entered into the possibility of an honorable singer.",Turkish,Turkey,"1,088",8
tt0412498,Brutal Incasso,movie,2005,05-Aug-06,87,"Action, Comedy",Jonas Kvist Jensen,"Kim Sønderholm, Jonas Kvist Jensen, Claus Lund","Kim Sønderholm, Claus Lund, Allan Hotchkiss","Michael and Jim are contemplating a change of career, but something comes in the way..",Danish,Denmark,207,3.8
tt0412781,God Rot Tunbridge Wells!,movie,1985,06-Apr-85,119,"Biography, Drama, Music",Tony Palmer,John Osborne,"Trevor Howard, Dave Griffiths, Christopher Bramwell","At death's door, George Frederic Handel reflects, rages, and narrates his life. From his womanizing youthful days, to his rise in fame as a composer, God Rot Tunbridge Wells! pulls no punches in this wild romp of a biopic.",English,"United Kingdom, Sweden, West Germany, Netherlands, Austria, Switzerland, Canada",44,6.9
tt0414971,Gram Parsons: Fallen Angel,movie,2004,29-Apr-04,90,"Documentary, Music",Gandulf Hennig,"Sid Griffin, Gandulf Hennig","Tracey MacLeod, Peter Buck, Gretchen Carpenter","The legend of country rock musician and million-dollar heir Gram Parsons: his extraordinary life, his tragic death and its bizarre aftermath, and his profound influence on music history.",English,"Germany, United Kingdom",260,7.2
tt0417736,Hank Williams First Nation,movie,2005,04-Feb-05,92,"Comedy, Drama",Aaron James,Aaron James,"Gordon Tootoosis, Jimmy Herman, Stacy Da Silva",Life in a remote Indian Reservation is stirred up when one of its Elders begins to question the death of Hank Williams.,"English, Cree",Canada,121,6.3
tt0420111,Ray,movie,2004,29-May-04,10,"Comedy, Short",Tony Mahony,Tony Mahony,"Dylan Lewis, Tom Child, Geoff Brooks","A little kid stranded, growing up in a country town he hates. The locals reckon it's a paradise, but as far as he can see, the only interesting stuff happens to a guy the whole town dismisses as a loser... Ray.",English,Australia,20,7.9
tt0421117,Bullets Over Breakfast,movie,2004,23-Apr-04,11,"Action, Comedy, Short",Ryan Foss,Ryan Foss,"Ryan Foss, William R. Nagel, Brandon Ogle","What happens when three armed roommates realize there is only one waffle left in the house? Armageddon, Quantum Petshop style!",English,United States,13,8.6
tt0424141,Henson's Place,movie,1984,21-Aug-86,53,Documentary,David A. Goldsmith,"Joan Thirkettle, Tim Conrad","Jim Henson, Jane Henson, Michael K. Frith","A documentary with featured performance clips and interviews featuring Jim and Jane Henson, Frank Oz and others. The documentary focuses on the Muppet phenomena and a look at the behind-the-scenes of the Jim Henson Company in its ...",English,"United States, United Kingdom",110,7.6
tt0424971,Manslaughter,movie,2005,26-Aug-05,100,Drama,Per Fly,"Per Fly, Kim Leona, Mogens Rukov","Jesper Christensen, Pernilla August, Beate Bille","A college professor abandons his family and his career in order to champion his mistress, a student radical accused of killing a policeman.","Danish, Swedish","Denmark, Norway, Sweden, United Kingdom","2,528",6.7
tt0433261,What a Whopper!,movie,1921,31-Jul-21,13,"Comedy, Short",Charley Chase,Hal Roach,"'Snub' Pollard, Marie Mosquini, Noah Young","Old friends Snub and Noah have a fool proof plan to lie to their wives. They go out on the town separately, but get together when they return, and claim they were hunting/fishing for days. But their story is rather shaky.",None,United States,40,5.9
tt0433679,Italiencele,movie,2004,15-Oct-04,82,"Comedy, Drama",Nap Toader,Nap Toader,"Mara Nicolescu, Ana Ularu, Costel Cascaval","Two reasonably young girls want to leave their home town and go to work abroad. However, their dreams are quickly shattered by the cold truth of reality and they find out that every dream must have its cost.",Romanian,Romania,436,6.3
tt0433996,Dregs of Society,movie,2001,03-Apr-01,85,Comedy,Rich Williams,Rich Williams,"Crawford James, Otto Sanchez, David Conley, Steve Heinze",A new recruit for the most violent collection agency in New York competes with his neighbors for a great new york city apartment.,English,USA,5,5
tt0435678,KatieBird *Certifiable Crazy Person,movie,2005,01-Jun-05,100,Horror,Justin Paul Ritter,Justin Paul Ritter,"Helene Udy, Taylor M. Dooley, Nicole Jarvis","What would happen if someone like Ed Gein or Ted Bundy were to have children and raise them to follow in their bloody footsteps? KateBird Wilkens, brought to life with unnerving depth and believability by horror veteran Helene (My...",English,United States,264,4.2
tt0441263,The White Dragon,movie,2004,28-Oct-04,93,"Action, Adventure, Comedy",Wilson Yip,"Wilson Yip, Yiu Fai Lo","Francis Ng, Andy On, Lei Liu","A teenage girl is given the martial arts skills of The White Dragon. When she discovers that the famed assassin, Chicken Feathers, is planning to kill her beloved prince, she seeks to prevent him.","Cantonese, Mandarin",Hong Kong,"1,168",5.5
tt0441398,Night of the Chihuahuas,movie,2004,15-Jan-15,76,Horror,David Michael Quiroz Jr.,David Michael Quiroz Jr.,"Jason Bastian, Ron Berg, Shaun Brown, John Carrig","Leon arrives in the small town of San Miguel in southern Arizona only to find that most of the town has been brutally slaughtered. He is confronted by Samantha, a police officer from the ...",English,USA,24,4.3
tt0443435,Autopsy,movie,2008,25-Jun-09,84,"Horror, Mystery, Thriller",Adam Gierasch,"Jace Anderson, Adam Gierasch, E.L. Katz","Jessica Lowndes, Ross Kohn, Ross McCall",A young woman tries to find her injured boyfriend in a bizarre and dangerous hospital.,English,United States,"7,457",5
tt0444505,Torrente 3: El protector,movie,2005,30-Sep-05,91,"Comedy, Crime",Santiago Segura,Santiago Segura,"Santiago Segura, José Mota, Javier Gutiérrez",The horrendous spanish detective becomes a bodyward in his new third adventure.,"Spanish, Italian, Catalan, English",Spain,"6,414",5.6
tt0445061,Stygian,movie,2000,23-Jul-00,72,Horror,"James Wan, Shannon Young","James Wan, Shannon Young","Ryan Gibson, Lorna Pettifer, Gil Poznanski","Jamie and Melinda, a young couple find themselves trapped in another world known as Exile. Jamie must seek out Melinda in this new world.",English,Australia,214,6.3
tt0447205,Hotties,movie,2004,15-Nov-04,92,"Comedy, Romance",Marty Thomas,"Marty Thomas, Ryan Tower","Kaley Dobson, Alison Haislip, Christie D'Amore","In this off-center romantic comedy, clueless Garrick pursues his fickle Ex-girlfriend Liz to Palm Springs and Las Vegas against her wishes, only to find out he really doesn't love her anymore. On the way back home, his world is tu...",English,United States,274,5.5
tt0450172,Ted's 12,movie,2004,05-Nov-04,30,"Family, Short",Nic Beery,Ted Kopulos,"Max Kaplow, Jim Nieb, Wes Johnson, Shari Elliker","In 1984, twelve year old ted palmer is let loose all alone in his house for the evening. will he survive?",English,USA,7,7.9
tt0453521,Natasha,movie,2007,06-Nov-07,87,Thriller,Jag Mundhra,"Jag Mundhra, Carl Austin","Algina Lipskis, Sheyla Shehovich, Richard Lintern",A young Russian foreign exchange student arrives at the home of the vicar of a very proper english village whose residents are more than scandalised when her secret colorful past is suddenly revealed.,English,United Kingdom,676,4.9
tt0455662,Number Two Pencil,movie,2005,08-Apr-05,34,"Short, Horror",Joseph Gatto,Joseph Gatto,"Hilary Barraford, Scott Carney, Albert M. Chan, Molly Cranna","Marty, an awkward teen, provides an easy target for the local bullies. A lover of comic books and superheroes, Marty finds a way to reinvent himself through drawing. As his self-designed ...",English,USA,18,6.6
tt0456940,En el mundo a cada rato,movie,2004,19-Nov-04,116,"Documentary, Family","Javier Corcuera, Patricia Ferreira, Javier Fesser","Inés Almirón, Georgina Cisquella, Javier Corcuera",Vicenta N'Dongo,Five documentary shorts about various children from the third world.,Spanish,Spain,99,7.8
tt0457300,Cheap Seats,movie,2005,22-Mar-05,5,"Short, Comedy",Robert Reeves,"Jesse Banda, Robert Reeves (screenwriter)","Robert Reeves, Paul Brown, Patrick Garland, Jason Ginsburg","Bob Beefkins has a bad seat during the medal ceremony at the end of ""Star Wars: A New Hope""",English,USA,19,6.4
tt0457562,The Casket,movie,2004,01-Sep-04,15,"Drama, Short","Doug Lloyd, John Sebastian Rinaldo",John Sebastian Rinaldo,"Brett DelBuono, Frederica DiPalma, Stephen Hludzik, Dawn Moeller","Set in Brooklyn, 1948, The Casket is a short that follows the Estinto family through the hours before the wake of their family patriarch. Problems first arise when a family friend gets ...",English,USA,10,6
tt0457716,Welcome Home,movie,2004,18-Mar-05,98,"Comedy, Drama",Andreas Gruber,"Andreas Gruber, Martin Rauhaus","Wolfgang S. Zechmayer, Jaymes Butler, Emmanuel Abankwa","Austrian policemen on a deportation mission is stuck for several days in Accra, the capital of Ghana.","German, English",Austria,116,6.8
tt0461974,Jánosík,movie,1921,25-Nov-31,68,History,Jaroslav Siakel,"Gustav Marsall Petrovsky, Jirí Mahen, Jozef Zák-Marusiak","Theodor Pistek, Karel Schleichert, Maria Fabryova",The story of the Slovak highwayman and folk hero Juraj Janosik.,"None, Slovak",Czechoslovakia,99,6.6
tt0462193,The Beast of Bray Road,movie,2005,01-Sep-05,80,Horror,Leigh Scott,Leigh Scott,"Jeff Denton, Thomas Downey, Sarah Lieving","Werewolf sightings in Walworth County, Wisconsin lead a sheriff to investigate a series of deaths caused by a creature with human and wolf DNA.",English,United States,"1,462",4.1
tt0463944,Code Breakers,movie,2005,10-Dec-05,88,"Drama, Family, Sport",Rod Holcomb,"G. Ross Parker, Bill McWilliams","Zachery Ty Bryan, Jeff Roop, Jake Busey","In 1951, a cheating scandal rocks West Point academy, as eighty-three cadets -- including the son of the school's football coach (Scott Glenn) -- are implicated and ultimately dismissed.",English,United States,453,6.1
tt0463985,The Fast and the Furious: Tokyo Drift,movie,2006,16-Jun-06,104,"Action, Crime, Thriller",Justin Lin,Chris Morgan,"Lucas Black, Zachery Ty Bryan, Shad Moss",A teenager becomes a major competitor in the world of drift racing after moving in with his father in Tokyo to avoid a jail sentence in America.,"English, Japanese, Portuguese","United States, Germany, Japan","3,07,781",6.1
tt0464913,"OSS 117: Cairo, Nest of Spies",movie,2006,09-May-08,99,"Action, Adventure, Comedy",Michel Hazanavicius,"Jean-François Halin, Jean Bruce, Michel Hazanavicius","François Damiens, Jean Dujardin, Khalid Maadour","Secret agent OSS 117 foils Nazis, beds local beauties, and brings peace to the Middle East.","French, Arabic, German",France,"23,709",7
tt0466538,Conservative Eye for the Liberal Guy,movie,2004,04-Jul-04,8,"Short, Comedy","Rob Blatt, Sam Riegel","Rob Blatt, Sam Riegel","Rob Blatt, Jamie Greenberg, John Hartmann",The hilarious parody of Bravo's Queer Eye for the Straight Guy tackles politics for the extreme cultural make-over of a Liberal dude into a Conservative square.,English,United States,9,6.9
tt0471588,Bionicle 3: Web of Shadows,movie,2005,11-Oct-05,74,"Animation, Adventure, Family, Fantasy","David Molina, Terry Shakespeare","Henry Gilroy (story), Bob Thompson (story), Brett Matthews (screenplay)","Christopher Gaze, Brian Drummond, Trevor Devall, Paul Dobson","The Toa Metru return to Metru Nui to rescue the remaining sleeping Matoran, only to find it overrun by the spider-like Visorak horde and its ruthless, sadistic rulers, Sidorak and Roodaka.",English,"USA, UK, Denmark","1,189",5.8
tt0478494,Charming,movie,2005,08-Sep-05,14,"Short, Fantasy",Carly Lyn,Carly Lyn,"Jmeka Cherrel, Hyosun Choi, Joey D'Auria, Matt Erikson","Born in a kingdom dominated by Mediocrity, Prince Charming is shunned by all for being ""above average"". But when a fair maiden in peril requires true love's first kiss, the misunderstood prince learns ""It's okay to be Charming"".",English,USA,11,5.5
tt0478714,The Optimists,movie,2006,28-Jul-11,98,Drama,Goran Paskaljevic,"Goran Paskaljevic, Vladimir Paskaljevic","Lazar Ristovski, Bojana Novakovic, Petar Bozovic","Five scenarios in which people have trouble distinguishing truth from illusions. Each segment reflects the motto of Voltaire's Candide: ""Optimism is insisting everything is good, when everything is bad.""",Serbian,"Serbia, Monaco, Spain, Switzerland",545,6.4
tt0479162,Special,movie,2006,17-Nov-06,81,"Comedy, Drama, Sci-Fi","Hal Haberman, Jeremy Passmore","Hal Haberman, Jeremy Passmore","Michael Rapaport, Paul Blackthorne, Josh Peck","A lonely comic book fan, Les Franken, has a reaction to medication and becomes convinced he's a superhero.",English,United States,"5,935",6.8
tt0480832,Sickness,movie,2005,18-Jul-06,8,"Short, Drama, Fantasy",Reese Nanavati,Reese Nanavati,"Ladislav Ondrej, Michal Humpolec",A young boy suffering from schizophrenia takes us through the final minutes of his life.,Czech,Czech Republic,41,8.1
tt0481515,The End of the World as We Know It,movie,2005,08-Jan-05,75,Documentary,Nick Hornby,Marcel Theroux,Marcel Theroux,The world is challenged with the reality of global warming. Marcel Theroux takes us on a pragmatic journey assessing the principle causes of excessive carbon emissions. He then considers various alternative energy sources and the ...,English,United Kingdom,22,7.8
tt0487057,Tyrannical Love,movie,2005,09-Nov-05,99,"Comedy, Romance",Scott Boswell,Scott Boswell,"Scott Boswell, Domini Calder, Jade Collins",Tyrannical Love is a film about the quirkiness of life and love when you are no longer a kid but not quite an adult. There is something for everyone in this ensemble piece about a close knit group of friends and the events that ta...,English,New Zealand,35,6.2
tt0487078,Brats: Our Journey Home,movie,2006,01-Jan-06,90,Documentary,Donna Musil,Donna Musil,"Kris Kristofferson, Norman Schwarzkopf","American military ""brats"" of all ethnicities share intimate memories about their strange, but interesting childhoods - growing up on military bases around the world, then struggling to fit into an America with which they have litt...",English,United States,46,9
tt0490215,Silence,movie,2016,13-Jan-17,161,"Drama, History",Martin Scorsese,"Jay Cocks, Martin Scorsese, Shûsaku Endô","Andrew Garfield, Adam Driver, Liam Neeson","In the 17th century, two Portuguese Jesuit priests travel to Japan in an attempt to locate their mentor, who is rumored to have committed apostasy, and to propagate Catholicism.","English, Japanese, Latin","United States, United Kingdom, Italy, Taiwan, Mexico, Japan","1,25,104",7.2
tt0490377,De brief voor de koning,movie,2008,16-Jul-08,110,Adventure,Pieter Verhoeff,"Tonke Dragt, Maarten Lebens, Pieter Verhoeff","Yannick van de Velde, Quinten Schram, Rüdiger Vogler","The medieval quest of sixteen-year old Tiuri, who risks his future as a Knight to fulfill a promise, and in so doing discovers adventure, honor, valor and love.",Dutch,Netherlands,"1,536",5.9
tt0491811,Touch the Top of the World,movie,2006,18-Jun-06,89,Drama,Peter Winther,"Peter Silverman, Erik Weihenmayer","Peter Facinelli, Jack Knight, Dawson Dunbar",The story of the first blind man ever to reach the top of Mount Everest.,English,Canada,333,6.1
tt0497972,Sex and Death 101,movie,2007,22-Feb-08,117,"Comedy, Drama, Fantasy",Daniel Waters,Daniel Waters,"Robert Wisdom, Tanc Sade, Patton Oswalt",A guy's life is turned around by an e-mail that includes the names of everyone he's had sex with--and ever will have sex with. His situation gets worse when he encounters a femme fatale (Ryder) who targets men guilty of sex crime.,English,United States,"11,677",5.9
tt0505872,The Adventures of Gallegher: Part 2,episode,1965,31-Jan-65,60,"Adventure, Drama, Family",Byron Paul,"Richard Harding Davis, Maurice Tombragel","Edmond O'Brien, Roger Mobley, Ray Teal","Brownie, one of the reporters of the Daily Press, is being charged with murder after being involved, in spite of himself, in a duel.",English,United States,23,7.4
tt0508107,A Jury of Her Peers,episode,1961,26-Dec-61,30,"Drama, Mystery",Robert Florey,"James P. Cavanagh, Susan Glaspell","Alfred Hitchcock, Ann Harding, Philip Bourneuf","An old woman is suspected of murdering her mentally cruel husband, as her childhood girlfriend tries to cover up evidence against her.",English,United States,388,6.8
tt0512289,The Risk-All Point,episode,2003,10-Feb-03,43,"Action, Adventure, Drama",Michael Robison,"Gene Roddenberry, Robert Hewitt Wolfe, Matt Kiene","Kevin Sorbo, Lisa Ryder, Keith Hamilton Cobb","While on their way in the Maru to the launching of the first new Commonwealth starship in over three hundred years, Dylan, Beka, and Tyr rush ahead to warn the new battleship, the Crimson Sunrise, of an incoming Nietzschean battle...",English,Canada,178,7
tt0518937,The Deadlier Species,episode,1975,18-Mar-75,60,"Crime, Drama, Mystery",Leslie H. Martinson,"Lou Shaw, Edward Hume","Buddy Ebsen, Lee Meriwether, Bradford Dillman","An attorney who oversees the financial investments of several women discovers serious discrepancies in their accounts, and gets murdered for it. Even though it was made to look like an accident, Barnaby is hired to investigate.",English,United States,54,7.3
tt0519113,The Delegate,episode,1980,13-Nov-80,30,"Comedy, Drama",Noam Pitlik,"Jim Tisdale, Danny Arnold, Theodore J. Flicker","Hal Linden, Max Gail, Ron Glass",A drunk and disorderly man turns out to be a delegate from the 1976 Democratic convention. Barney discovers that the newly assigned Officer Nash is not really a police officer.,English,United States,94,8.1
tt0519769,Flesh and Bone,episode,2004,25-Feb-05,42,"Action, Adventure, Drama",Brad Turner,"Ronald D. Moore, Toni Graphia, Glen A. Larson","Edward James Olmos, Mary McDonnell, Katee Sackhoff","A humanoid Cylon is captured in the fleet, a copy of the Leoben model, who claims that he has planted a nuclear bomb in the Fleet before he was captured. Starbuck is tasked with interrogating him, which soon becomes a battle of wi...",English,"United States, United Kingdom, Canada",2301,8
tt0521671,Sins of the Fathers,episode,1985,13-Dec-85,50,"Crime, Drama, Mystery",Graeme Harper,"Tessa Coleman, Robert Banks Stewart","John Nettles, Terence Alexander, Warren Clarke","Piggish German actor Henry Hoffman antagonizes everybody on set whilst making a film about Jersey's occupation by the Nazis, a fact which adds to local hostility and to the list of suspects when Hoffman receives death threats. Fur...",English,"United Kingdom, Australia",43,7.4
tt0524403,The Guilt of Matt Bentell,episode,1965,08-Dec-65,60,Western,Lewis Allen,"Paul Savage, A.I. Bezzerides, Louis F. Edelman","Richard Long, Peter Breck, Lee Majors","Heath lashes out at the Barkleys' new timber camp foreman, who was the sadistic commandant of the Confederate prison camp where Heath was held. The timber crew also resent the foreman - especially two brothers sworn to kill him.",English,United States,116,7.7
tt0529505,Between Heaven and Earth,episode,1964,15-Nov-64,60,Western,William Witney,"Ed Adamson, David Dortort, Fred Hamilton","Lorne Greene, Pernell Roberts, Dan Blocker","Little Joe and his friend Mitch chase a sheep-killing puma into a canyon and Joe climbs a steep slope to get a better look at the terrain. When he slips, dropping his rifle into a rock crevice, Joe is suddenly paralyzed with fear....",English,United States,112,7.1
tt0529539,Desert Justice,episode,1960,20-Feb-60,49,Western,Lewis Allen,"Donald S. Sanford, David Dortort, Fred Hamilton","Dan Blocker, Michael Landon, Lorne Greene","As is often the case on Bonanza, things are not always as they first seem. Hoss and Adam eventually learn who is the good guy and who is not.","English, German",United States,215,7.3
tt0529678,The Blood Line,episode,1960,31-Dec-60,49,Western,Lewis Allen,"William Raynor, Myles Wilder, David Dortort","Lorne Greene, Pernell Roberts, Dan Blocker","When 16-year-old Todd Grayson arrives from Boston to Virginia City, he is told that his father has been killed by Ben Cartwright. Ben shot Luke Grayson in self-defense, but Todd won't listen to this. The boy has only one thing in ...",English,United States,171,6.6
tt0529752,The Lady and the Mountain Lion,episode,1969,23-Feb-69,60,Western,Joseph Pevney,"David Dortort, Fred Hamilton, Larry Markes","Lorne Greene, Dan Blocker, Michael Landon","Ben and the other ranchers are having trouble with a mountain lion killing cattle. Ben and Roy go in hunt of the lion because Hoss and Joe think they both are sparking the magician's daughter. It's causing rivalry and confusion, unaw",English,United States,80,6.9
tt0529754,The Last Haircut,episode,1963,03-Feb-63,60,Western,William F. Claxton,"Charles Lang, David Dortort, Fred Hamilton","Lorne Greene, Pernell Roberts, Dan Blocker","Little Joe finds himself at the scene of a murder, and befriends the victim's vengeance-minded son.",English,United States,133,7.1
tt0530516,Death Be Not Proud,episode,2005,20-Mar-05,60,"Comedy, Crime, Drama",Matt Shakman,"David E. Kelley, Jonathan Shapiro","James Spader, Monica Potter, Rhona Mitra","Alan assists Chelina in Texas, where a former client is getting executed while he is maybe innocent. Denny and Shirley represent an old friend of theirs when she is charged with having sexual encounters for a fee. Lori files a com...",English,United States,465,9
tt0533401,"Bewitched, Bothered and Bewildered",episode,1998,10-Feb-98,60,"Action, Adventure, Drama",James A. Contner,"Joss Whedon, Marti Noxon, Rob DesHotel","Sarah Michelle Gellar, Nicholas Brendon, Alyson Hannigan","As Valentine's Day approaches, Xander tries to improve his love life through witchcraft and finds himself with too much of a good thing.",English,United States,4445,8.7
tt0533405,Checkpoint,episode,2001,23-Jan-01,60,"Action, Adventure, Drama",Nick Marck,"Joss Whedon, Douglas Petrie, Jane Espenson","Sarah Michelle Gellar, Nicholas Brendon, Alyson Hannigan","The Watcher Council travels to Sunnydale to review Buffy's skills as a Slayer; meanwhile, Glory puts her search for the Key into high gear.",English,United States,3107,8.3
tt0534995,The Raven in the Foregate,episode,1996,26-Aug-97,76,"Crime, Drama, Mystery",Ken Grieve,"Simon Burke, Edith Pargeter","Derek Jacobi, Terrence Hardiman, Michael Culver",An unpopular Puritanical priest new to Shrewsbury refuses to give a pregnant young girl absolution resulting in her apparent suicide.,English,United Kingdom,217,7.9
tt0539797,Look Before You Sleep,episode,1993,01-Apr-93,30,"Comedy, Drama",James Burrows,"Glen Charles, Les Charles, James Burrows","Ted Danson, Kirstie Alley, Rhea Perlman",Sam gets locked out of his apartment and is on a hunt for a place to stay.,English,United States,408,7.8
tt0547076,The Day the Spores Landed,episode,1989,09-Nov-89,30,"Comedy, Family, Romance",Neema Barnette,"Ed. Weinberger, Michael Leeson, Bill Cosby","Bill Cosby, Phylicia Rashad, Sabrina Le Beauf","Cliff has a nightmare about spores which poured out of an erupting volcano and into the water which makes all the men pregnant, including: Theo, Elvin, Martin and himself.",English,United States,136,5.9
tt0550495,The Fox,episode,2005,09-Nov-05,42,"Crime, Drama, Mystery",Guy Norman Bee,"Jeff Davis, Simon Mirren, Andrew Wilder","Mandy Patinkin, Thomas Gibson, Lola Glaudini",The team attempts to catch a killer who preys on families while they are supposed to be on vacation.,English,"United States, Canada",2729,7.9
tt0550674,Judgement Day,episode,2005,16-Oct-05,60,"Crime, Drama, Mystery",Allan Arkush,"Tim Kring, Kathy McCormick","Jill Hennessy, Miguel Ferrer, Ravi Kapoor",A man who dies of tuburculosis immediately after being released from prison leads Jordan to investigate substandard health care in the prison system. Woody investigates a recently released rapist apparently determined to kill thos...,English,United States,92,8.1
tt0552237,The Capture,episode,1999,03-Feb-99,47,"Crime, Mystery, Drama",Chris Haddock,"Larry Campbell, Chris Haddock (creator), Chris Haddock","Nicholas Campbell, Suleka Mathew, Donnelly Rhodes, Venus Terzo","A victim escapes, leading to a manhunt for a pair of suspects and a critical decision for the investigation on both sides of the border.",English,Canada,15,7.3
tt0552247,The Sparkle Tour,episode,2001,30-Jan-01,44,"Crime, Mystery, Drama",Alan Simmonds,"Chris Haddock (creator), Larry Campbell, Chris Haddock","Nicholas Campbell, Suleka Mathew, Gerard Plunkett, Sarah-Jane Redmond","Da Vinci investigates the death of Tom Hill, a well-known Native activist who advocated for the rights of Natives and the disadvantaged in his neighborhood, the Downtown Eastside. Hill was ...",English,Canada,10,7.8
tt0562865,Planet of Evil: Part One,episode,1975,27-Sep-75,24,"Adventure, Drama, Family",David Maloney,"Louis Marks, Sydney Newman, Donald B. Wilson","Tom Baker, Elisabeth Sladen, Frederick Jaeger","The Doctor and Sarah answer a distress call and find themselves on Zeta Minor, the last planet of the known universe, where a Morestran expedition has gone missing.",English,United Kingdom,589,7.5
tt0566617,Births and Deaths,episode,1994,20-Oct-94,24,Comedy,Liddy Oldroyd,"Nick Revell, Guy Jenkin (creator), Andy Hamilton (creator), Ian Brown (additional material)","Susannah Doyle, Robert Duncan, Ingrid Lacey, Neil Pearson","Damien receives death threats from other than Joy; Henry and Sally face dark secrets from their pasts, recent for one and distant for the other.",English,UK,15,7.7
tt0566663,What Are Friends For?,episode,1996,22-Oct-96,24,Comedy,Liddy Oldroyd,"Nick Revell, Nick Revell (additional material), Malcolm Williamson (additional material)","Susannah Doyle, Robert Duncan, Ingrid Lacey, Neil Pearson","Gus has a date with destiny, Helen is in a spin over spin doctors and Globelink News braces itself for a visit by the nation's leader - no, not Sir Royston, John Major!",English,UK,15,7.5
tt0568636,Atavus High,episode,2002,28-Jan-02,43,"Action, Drama, Mystery, Sci-Fi",Brenton Spencer,"Gene Roddenberry (created by), Brad Falchuk, Mark Amato (story editor), Harold Apter (story editor), David Ransil (story editor)","Jayne Heitmeyer, Von Flores, Melinda Deines, Guylaine St-Onge",The leader of a high school based Atavus fan club is targeted to become the leader of a youth movement for hybrids. Renee tries to save his girlfriend and stop other teens from following him.,English,Canada,32,4.9
tt0568716,The Cloister,episode,1999,11-Dec-99,43,"Action, Drama, Mystery, Sci-Fi",Ross Clyde,"Gene Roddenberry (created by), Ethlie Ann Vare, Howard Chaykin (story editor), George Geiger (story editor), Ethlie Ann Vare (story editor), Cory Tynan (story editor)","Robert Leeshock, Jayne Heitmeyer, Von Flores, Richard Chevolleau","Zo'or and Da'an travel to a cloister for an energy sharing ceremony, but one of the sisters is killed and everyone is a suspect.",English,Canada,38,7.4
tt0570462,The Adventure of the Sunday Punch,episode,1976,11-Jan-76,49,"Crime, Drama, Family",Seymour Robbie,"Larry Alexander, Frederic Dannay, Manfred Lee","Jim Hutton, David Wayne, Robert Alda","During a practice bout, a lucky shot knocks champion boxer Kid Hogan unconscious. He revives enough to sip some water from his manager's ""swill bottle,"" then falls comatose and is soon pronounced dead. An autopsy reveals he was poiso",English,United States,84,8.2
tt0572176,Awakening,episode,2004,26-Nov-04,43,"Action, Adventure, Drama",Roxann Dawson,"Gene Roddenberry, Rick Berman, Brannon Braga","Scott Bakula, John Billingsley, Jolene Blalock","T'Pol and Archer confront the Syrrannites and meet T'Pau who denies the embassy bombing. Archer, who has Surak's essence, is asked to help. V'Las threatens Enterprise to make sure an attack on the Syrrannites isn't witnessed.",English,United States,1672,8
tt0574835,Special Delivery,episode,1966,23-Jan-66,60,"Crime, Drama, Mystery",Ralph Senensky,Samuel Newman,"Efrem Zimbalist Jr., Philip Abbott, Stephen Brooks","The FBI investigates a group that transports fugitives out of the country. Erskine, again assuming an undercover identity, is sharing a ride with a wounded criminal and his girlfriend.",English,United States,23,8.1
tt0580187,Hawaiian Escapade,episode,1962,16-Nov-62,30,"Animation, Adventure, Comedy","Joseph Barbera, William Hanna","Joanna Lee, Joseph Barbera, William Hanna","Alan Reed, Jean Vander Pyl, Mel Blanc","In order to win a trip to visit her idol on the set of his show, Wilma submits a contest entry that depicts Fred as a superhero of sorts.",English,United States,199,7.4
tt0582359,Call Me Irresponsible,episode,1993,28-Oct-93,30,Comedy,James Burrows,"David Angell, Peter Casey, David Lee","Kelsey Grammer, Jane Leeves, David Hyde Pierce","Frasier gives advice to a caller, Marco, to break off his relationship with his girlfriend Catherine because of his inability to commit.",English,United States,1281,7.8
tt0582728,Recipe for Disaster,episode,2006,01-Mar-06,20,Comedy,Katy Garretson,"Bruce Helford (creator), Freddie Prinze Jr. (creator), Conrad Jackson (creator), Bruce Rasmussen (creator), Paul F. Ciancarelli, David S. DiPietro","Freddie Prinze Jr., Jacqueline Obradors, Brian Austin Green, Jenny Gago","Grandma wakes Freddie ridiculously early to make him dump Denise, but hands him the phone after speed-miss-dialing Chris's cellphone. After breakfast Chris presents more ludicrous ideas for...","English, Spanish",USA,9,8
tt0583524,The One with Joey's Big Break,episode,1999,11-May-99,22,"Comedy, Romance",Gary Halvorson,"David Crane, Marta Kauffman, Wil Calhoun","Jennifer Aniston, Courteney Cox, Lisa Kudrow","Joey drives to Las Vegas to shoot a new movie where he is in the lead role. Rachel gets an eye infection but is reluctant to seek treatment because of her eye phobia. Phoebe is mad at Ross, but doesn't know why.",English,United States,4811,8.1
